game,speaker,referent,referent_id,mds_1,mds_2
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,60c9fcbb6090f57f63cdbebf,#698518,13,1.589986094666325,5.266245186103554
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#7e71ba,31,-3.176915795686982,2.405461010838979
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#0089a0,24,1.167367497115017,0.3780789154640655
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#0087a8,25,2.769629228483005,-1.3819487321894393
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#a265a6,34,-4.935901050870498,2.8151886706969513
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#009018,15,0.6354225981037989,-0.4743978640691544
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#698518,13,2.7254329504371757,0.38989898914553645
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#6976be,30,-3.1788626139609626,-0.026092297093847982
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#d7456b,39,-0.8977451422574187,-2.6260258145133992
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5e521a4b05acdb243aaee8de,#0081cd,28,0.40750713668278254,0.514860927061869
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#d7456b,39,-1.760261993979687,-2.1484997993057995
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#008b98,23,2.264780311358433,-1.0921821529671436
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61001bf99a534440d8563358,#008b98,23,1.5603735128134664,-1.2252932243411292
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#0081cd,28,0.7216806259087903,-0.8450996586484545
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#ca5a00,4,0.7744144019463982,1.0638909810710688
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#0084bc,27,2.3391990950518347,-1.8717001642687552
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#0089a0,24,2.1195933419700763,-1.573131573163924
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#009069,18,0.4567451503305269,-0.15061419910189297
2587-8384393b-1042-47e8-a917-5062e30b3483,5ea93131b2e5310009e185e6,#009072,19,-3.3578137240666424,2.3852077563609475
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#dc4800,3,-0.8085828692036422,-2.0279210814001045
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#da4836,2,-2.5160774923282982,-0.8425657381644432
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#009072,19,3.0084510552877446,-0.02342633251211406
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#0081cd,28,2.340533681659772,-0.6026301028819546
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#9a760e,8,-1.5707593885198776,-1.2615975056203128
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#009018,15,3.1907165512598934,-0.08837672271624208
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#a67100,7,-1.5136367624161244,-1.7128354354189546
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#6976be,30,0.8231075430261808,0.17976779249386027
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da4836,2,-1.1643925331703624,-1.3411743528080302
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#008b98,23,2.7840548830531215,-1.1684255863415538
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5b0f33dd1e55760001b9a9ce,#da464a,1,-0.41133361082525643,0.947135413870234
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#8c6db5,32,-1.526206132598953,2.179107366792453
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#a265a6,34,-1.565909958895592,-2.3083950339459673
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5b0f33dd1e55760001b9a9ce,#b45aa4,35,-3.300607197897336,0.4786645238714706
0198-5e695728-0481-4864-a152-cf981b7e539e,5bace93b5cd4520001dc04a5,#009072,19,-3.918432384616617,-1.226787960762474
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#008c8e,22,3.601413226359343,-1.639551724508091
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#927900,9,0.8050638497668837,1.1828544492951698
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ae6c00,6,2.053212059973542,-1.146549080840904
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#0785ac,26,1.4474066253284563,1.2679875046197315
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#4a8a0b,14,-3.576695171872296,2.6521817119740807
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#008c8e,22,0.9991010743946396,-0.15518577351222423
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#dc4800,3,-1.769718413196044,-2.376407053282285
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#927900,9,3.025816723179103,-0.72724321190359
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#7e71ba,31,-0.7248357018706851,1.0448742787329883
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#d9445d,0,-0.634584428724376,0.9070679835515172
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5b0f33dd1e55760001b9a9ce,#d7456b,39,-1.198858997457129,1.4682356641569572
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#008b98,23,3.7549688089782918,-1.6779818164342855
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#768201,12,0.9052740044974789,-2.2018008072185076
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#008b98,23,2.0484543563569324,-1.2911810894081313
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#9769ae,33,2.1310087520252186,1.6766173496767227
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#817f00,11,3.0856361004476027,0.31936449766337444
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#d7456b,39,-0.4201769163773233,0.8464649092880319
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6058071bda217990b860e6ee,#009072,19,2.544148664321515,0.30134116933177574
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#0081cd,28,-1.015512322523311,-3.879824854216714
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#00907c,20,2.7588051300202694,0.20625177303573777
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,60c9fcbb6090f57f63cdbebf,#768201,12,0.9238387303742336,-1.7235228126880582
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61001bf99a534440d8563358,#009018,15,3.160790678517552,0.32958049913237614
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#ca5a00,4,-0.003881082325010256,2.073491044242453
0198-5e695728-0481-4864-a152-cf981b7e539e,5bace93b5cd4520001dc04a5,#0084bc,27,1.984211711143788,-1.6344926789394174
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#0087a8,25,1.9050282889521126,0.19554476383673391
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#a265a6,34,0.928229493039136,-0.5820346719040366
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#00907c,20,-1.2798166897045309,2.0593564975290137
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#8c6db5,32,3.180107113196191,-1.2202309372593882
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#00905f,17,2.4862853485941137,0.48452756128511565
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#ae6c00,6,-3.272593121218635,-2.0913742495037346
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#ae6c00,6,2.53629747039192,2.104877816003905
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#009246,16,3.5941219776012674,-0.38117583177436715
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#a265a6,34,1.2604480141786354,-1.0503176543348245
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#009072,19,3.046505883991843,0.09058370297551151
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#0785ac,26,-1.8168516099966867,1.6069779724279556
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#00907c,20,0.49173897139868494,2.7000512531288017
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#6976be,30,-0.39237077847917773,0.5861193856743436
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#da4836,2,-2.2324334212432424,-1.2611895694510766
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,60c9fcbb6090f57f63cdbebf,#da464a,1,1.3082420377997468,-2.671690575255051
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#009072,19,3.200314068996023,-1.6583070957937138
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#dc4800,3,-0.3228827923014424,-2.7686484655436954
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#d4467b,38,-0.5203659246096755,1.1993322068109857
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#6976be,30,1.4504115177465378,-0.17517208298870762
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#4a8a0b,14,-3.3953159734043927,-2.094540454369022
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#009018,15,-4.283907885662469,2.8746218035146756
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#bb6400,5,0.7736619963171231,1.516035624003707
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#00907c,20,1.5685027028824263,2.4449594144033084
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#7e71ba,31,-1.69674645767409,2.0451725052766885
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#b45aa4,35,-0.17823176928460222,-2.5687599775680248
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#009069,18,-0.7770944302925819,5.029518868923114
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#c55286,37,-1.4368625695889399,-2.216938181894049
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,0.8523748970240154,0.9962684933677551
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#0089a0,24,-3.2544760036392275,-0.33191039214704254
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#d4467b,38,-2.5229288506926193,1.346804471177854
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#6976be,30,2.401834300583626,-1.3691994068662001
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#bb6400,5,-3.898595124398393,-0.5367803777464211
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#768201,12,3.3198371159240825,-0.18687057756974862
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#ae6c00,6,-2.7069756698520844,-0.8010084103930777
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#927900,9,0.8166653868919823,1.4185877397444109
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#008c8e,22,2.889285927493657,-1.5841695648865366
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,611c16a6c39439a1dd61c1f7,#0084bc,27,-3.473703499258448,2.005825431629474
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#d9445d,0,-1.763171044028003,-2.491445866273685
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#00907c,20,-3.170076578028983,1.3316973704378403
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#698518,13,2.926595284760449,0.3279581656247132
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#8a7c00,10,0.7439477032379509,1.2268474027974579
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#da464a,1,-1.1217498988023595,-1.6922169122746953
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#d4467b,38,-0.9072529710800424,-0.380811721350555
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#b45aa4,35,-1.0582529314649811,-2.5598818280740487
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#009069,18,-3.4689269786388723,2.551435315654805
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#008c86,21,2.684865501741662,0.2692128959557141
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#0785ac,26,-2.055356124907341,2.020665372136581
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#008c8e,22,-3.4531173470128502,0.7252728471317352
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#698518,13,-3.4919525755131255,-0.05657270138785368
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#ca5a00,4,0.8056670536321872,1.527116217510479
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#009069,18,2.47517344199741,0.037629525834431445
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#6976be,30,1.8602314498666837,-0.7928059626871505
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#9a760e,8,1.7128921347962485,-6.508653146059657
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#b45aa4,35,-3.55946468359104,3.2305860065461225
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#9a760e,8,-2.0104135816011603,-0.7650581134359068
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#d7456b,39,-0.9380233007543831,-2.0824307973370244
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#bb6400,5,-0.38674688794446116,-3.1369965549460725
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#7e71ba,31,-2.793830612500425,2.779636422107645
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#0081cd,28,2.2894939348427976,-0.6391572660249557
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#bb6400,5,0.9541257505322732,0.9845011273550724
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,3.1323519051130124,-0.11555707682169845
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#9769ae,33,-0.04048883823487957,-3.3660122562534007
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#da4836,2,1.6197111397180035,0.9090216575279313
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#00905f,17,0.7661551261032935,-6.79201832471566
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#008c8e,22,3.112922770958546,0.17537364505889144
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#768201,12,3.2599403225500683,-0.03635772135602974
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#a265a6,34,-0.8504034379482173,2.489331237204198
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#0081cd,28,2.204914398354668,0.3309951149524126
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#c55286,37,-1.9551748022490893,2.807325107394069
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#a265a6,34,-0.5892139248889188,2.6389678146462323
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#0081cd,28,1.8795623596933178,-1.1671999563941102
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#dc4800,3,-0.9257664677715123,1.2221193574601932
0198-5e695728-0481-4864-a152-cf981b7e539e,5bace93b5cd4520001dc04a5,#768201,12,-3.341651091257941,-0.08277424991562665
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#008c86,21,0.19553506534260232,-2.5522715444062025
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#bd5697,36,-1.0995231330094841,1.494203405430117
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#0785ac,26,2.5848384226539336,1.4200910363430397
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,-1.099798965185568,1.7896338491906079
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#337dce,29,2.2647852601793423,-1.4767819376646505
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#d4467b,38,0.007131027310988268,0.4640658415138795
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#d9445d,0,-0.6712804822296743,-1.6929037622171599
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#b45aa4,35,-0.6629242328398792,1.6574833008603342
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#b45aa4,35,-1.8106638240635649,2.3961743948869922
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#008b98,23,-0.8703391693369629,-0.3080432373534259
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#6976be,30,-1.845743876636328,3.6264513188911316
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0087a8,25,-0.047122746143153434,-3.2371908086730765
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#0087a8,25,1.1452572715423133,-0.9010634851004259
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#da464a,1,-1.4492683608616648,-1.1071630201999005
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#d9445d,0,-0.5760265072653153,1.8857394463273243
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#698518,13,0.6820530786855725,3.8664810191058834
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#bb6400,5,-3.4915377205671536,-1.0926580655106748
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#4a8a0b,14,-2.9640515329474906,2.5318468079522445
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#7e71ba,31,-2.952667791871646,-1.7115857591585293
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#337dce,29,-1.5539769154636454,-3.5969083626259275
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#a265a6,34,-2.5491287626564607,1.2171362134557147
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#ae6c00,6,-0.7562191604916174,-2.6783513279581643
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#b45aa4,35,-1.3254865843178154,2.567258222513369
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#d9445d,0,-0.07262320868438776,-3.86124713574091
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#0081cd,28,-3.714286243066086,1.9848250264651255
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#337dce,29,2.6985478300935553,-1.0854736691140026
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#009018,15,2.7319735192131622,0.05612308336514133
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#8c6db5,32,1.7153999378663816,-1.8174166490825787
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#6976be,30,-1.202896772546439,0.41660872825104767
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#da4836,2,-1.745425985890665,-1.6728818122608988
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#009246,16,-4.251251352916361,0.8606091572931333
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#6976be,30,-3.1279715909944543,2.218261395646313
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#a67100,7,-1.3828322106802127,-3.3609006601621236
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#0785ac,26,1.870513015066396,-2.0202076708000605
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,6110c8fb129da6ea8847b9f9,#ca5a00,4,-1.041488451932673,-1.321891098269759
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#0087a8,25,-2.9194133259254307,-2.644544212495392
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#817f00,11,0.013271714114617693,1.6391691209231567
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#da464a,1,-2.7408513969780772,-3.8135740046906372
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#0089a0,24,1.483293102050901,-1.5638172873410137
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6058071bda217990b860e6ee,#dc4800,3,-0.8340031107333682,1.0309602533885769
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,60c9fcbb6090f57f63cdbebf,#bb6400,5,-0.7022020681312879,1.2352582303192177
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#6976be,30,-1.79350904881734,2.3967317357236304
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#dc4800,3,2.618620856447641,-1.402092403201523
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,-3.0620109470189556,-3.304128114691499
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#927900,9,-2.4758931196813587,-1.1527071375851692
