game,speaker,referent,referent_id,mds_1,mds_2,mds_3
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#dc4800,3,0.18031848236093256,2.57705448240848,1.946687616840757
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#d4467b,38,0.8624603557394299,1.4387915088174836,-0.22720801944074162
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#6976be,30,0.5316021756381156,-1.3308776577934434,0.15202981449449274
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#4a8a0b,14,-3.5179514237225806,-0.9985550619966582,-1.5541342378016019
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#009018,15,-0.6314364249071238,3.3487561301665583,-3.759749556984042
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#bb6400,5,1.9459416343385298,0.8038047361285479,0.4593397420286941
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#00907c,20,2.7212416173690706,1.3005960035017137,1.2740771507637447
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#7e71ba,31,0.5043133088418098,1.4576084378367888,-2.0878226189588047
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#b45aa4,35,-0.7428322562490496,1.514905229938911,2.2413018468651393
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#009069,18,2.647006354062596,0.5103350868575246,-4.17857489317459
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#c55286,37,-1.902449033221148,1.7261549692724036,1.235050922921507
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,1.4144970203950347,0.035441854998224026,0.044359555777108144
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#0089a0,24,-2.463712138475348,0.20527433056563119,-2.127778484535754
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#d4467b,38,-0.0470066880912967,2.9599764738807965,-0.9267775944684936
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#6976be,30,1.0385758561710399,-1.4514095366912172,2.11844333060778
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#bb6400,5,-2.929319718362107,0.6670392655274981,-2.427710934937408
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#768201,12,1.6768571517053894,-2.5390691648893045,1.070851295935032
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#ae6c00,6,-2.211509905683499,-0.7243526043476177,-1.8279644908224297
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#927900,9,1.8028897307700864,0.5104703795823632,0.22731242548134054
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#008c8e,22,0.8098145986809125,-1.9728871781088917,2.413982455288503
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,611c16a6c39439a1dd61c1f7,#0084bc,27,-0.48097735550687815,3.1169418911846125,-2.4094398434491877
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#d9445d,0,-1.7950841296616291,2.2921040296897277,1.4252116020599714
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#00907c,20,-1.1302099234780785,1.9117094037390887,-2.507084389625625
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#698518,13,1.5254504846000159,-2.350819351160239,0.36170493821325755
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#8a7c00,10,1.5919776063892732,0.454670773239427,0.23257315080074756
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#da464a,1,-1.2903181492734128,1.6959395602970098,1.1790558476342108
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#d4467b,38,-0.6681838415921572,0.9764099788817409,0.17242929299850723
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#b45aa4,35,-2.2569587232270325,0.8566044424433034,1.4740969334091159
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#009069,18,-0.4605396225024819,2.309170693389774,-3.484154122587255
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#008c86,21,1.2338358231186108,-2.274311806643484,0.22443827968588084
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#0785ac,26,0.2652643456572028,1.8845284548514543,-2.0954663379296923
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#008c8e,22,-1.8011430418185714,1.627866329514299,-2.448242632636278
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#698518,13,-2.0365544028198372,2.9020875872702083,-0.13032283005655124
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#ca5a00,4,1.8691023237400313,0.5973645229773692,0.2294632206765969
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#009069,18,1.5180604132267814,-1.759407127711129,0.6991047213883004
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#6976be,30,0.4179089398020323,-1.6042191497591112,1.0802693480284338
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#9a760e,8,-1.4006779176978028,1.002576066830415,6.450104689522965
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#b45aa4,35,0.263482112436565,4.739465165031341,0.438323917410592
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#9a760e,8,-1.8011936393104437,-0.8959875201238772,-1.3933341020336973
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#d7456b,39,-1.8524724113847868,0.9479169800861819,1.253966245110394
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#bb6400,5,-1.3442396301403958,1.5543906729672996,2.5247810056622417
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#7e71ba,31,0.6039618583494755,3.174569986761472,-2.257848568149532
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#0081cd,28,0.41851466579824886,-2.213624935351003,0.7598457668470537
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#bb6400,5,1.6242408805189092,0.3770982667721983,0.609109613312175
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,1.2413833333985944,-2.686937159054573,0.6330693988746109
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#9769ae,33,-0.019308942849869212,2.462969103144757,2.5273342499476996
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#da4836,2,2.1040794554988516,-0.36626392401425906,0.6884840185986515
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#00905f,17,-3.462550410016618,0.5835510180379688,5.781342749244309
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#008c8e,22,1.575002241181957,-2.486645438143638,0.5963920325437615
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#768201,12,1.4923257342428262,-2.6695331522562213,0.7563143147272442
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#a265a6,34,1.5752770031578704,1.9674161381208757,-1.1264023249445367
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#0081cd,28,1.0532267458678282,-1.891815197762009,-0.14730498448972087
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#c55286,37,0.8541875294633497,3.3774778188866783,-0.7932991635535921
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#a265a6,34,1.8325922375985977,2.336328733056672,-0.4410453632742891
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#0081cd,28,0.2558252915515948,-1.5696809142430332,1.5492233962186435
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#dc4800,3,0.7280910759912538,1.8971139171237281,-0.1320700684412847
0198-5e695728-0481-4864-a152-cf981b7e539e,5bace93b5cd4520001dc04a5,#768201,12,-2.277164977980703,0.3537393670573001,-2.410117346424459
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#008c86,21,-1.9563167225059626,-0.7705126343436169,1.474006876727575
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#bd5697,36,0.6418567101001986,1.3729468010808672,-1.157537184129995
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#0785ac,26,-2.06418213798488,-1.0882040343287562,2.072172328188007
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,0.5632759313703571,0.7847274404321359,-1.7741115321315466
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#337dce,29,0.5814576586152006,-1.4778671481421277,2.125470815267781
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#d4467b,38,0.678880561852005,0.7283908387078586,0.20644156716203185
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#d9445d,0,-1.0902648068447895,1.32621129755938,1.4227902269951005
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#b45aa4,35,1.2240168643714082,1.9501963742387265,-0.08206566287887865
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#b45aa4,35,0.8091030290383823,2.03966544965254,-2.0427548528628243
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#008b98,23,-0.6557886392106611,1.0179625477388037,0.162464638146206
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#6976be,30,-0.0515185367063849,0.04644489713445237,-3.8898146702418095
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0087a8,25,-0.8240062136715323,1.7026532593742476,2.7593551905070957
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#0087a8,25,-0.26802142836087917,-1.4698967435228472,0.42630196256807334
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#da464a,1,-1.4461998281819066,1.5443216660137271,0.5028519480121499
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#d9445d,0,1.3537315621341073,2.255169030469613,0.369631280746926
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#698518,13,1.1657510358853411,-1.3943867379535255,-3.253971167439824
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#bb6400,5,-2.9842803686387858,-0.33402072397585836,-2.0752932397245734
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#4a8a0b,14,-0.1586039545943705,1.9616538891687842,-3.2470546621745977
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#7e71ba,31,-3.1405417528355053,1.0044792813960461,-0.6634698720028614
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#337dce,29,-3.0809874138746545,1.2150538110345386,1.9994319767692001
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#a265a6,34,-0.5117138925310167,2.536628535497852,-1.3086221356103735
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#ae6c00,6,0.3492064740566674,2.718809540165034,1.8877372091871378
