game,speaker,referent,referent_id,mds_1
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#8a7c00,10,0.44299169727747484
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#da464a,1,2.094218366698104
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#d4467b,38,1.2519204345708743
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#b45aa4,35,2.5332685147744933
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#009069,18,-4.5078532160254845
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#008c86,21,-1.3070581034878304
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#0785ac,26,-2.8625747542327407
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#008c8e,22,3.5853126344882105
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#698518,13,-3.983212771127558
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#ca5a00,4,0.5259919066877217
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#009069,18,-1.0954108842945367
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#6976be,30,-0.7633110442247331
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#9a760e,8,-7.0500444811658465
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#b45aa4,35,-5.171246966448712
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#9a760e,8,-2.6064712617483448
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#d7456b,39,2.103341759511506
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#bb6400,5,-3.264304587587503
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#7e71ba,31,-4.132646538230794
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#0081cd,28,-1.0825544609042006
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#bb6400,5,0.3287971515283932
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,-1.489058553816153
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#9769ae,33,3.0744036865292803
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#da4836,2,0.018180220067072757
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#00905f,17,-7.185081754714685
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#008c8e,22,-1.4617490358467091
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#768201,12,-1.5137282978241204
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#a265a6,34,1.9270248738014424
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#0081cd,28,-1.127474851611195
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#c55286,37,3.3691196820742295
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#a265a6,34,1.9203749588086092
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#0081cd,28,-0.666755130775794
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#dc4800,3,1.3537574636097853
0198-5e695728-0481-4864-a152-cf981b7e539e,5bace93b5cd4520001dc04a5,#768201,12,-3.6171930269391916
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#008c86,21,1.4398360471601037
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#bd5697,36,1.4571332266421395
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#0785ac,26,-2.920435279975383
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,1.6434727371398308
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#337dce,29,-0.8488860632281076
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#d4467b,38,0.5768347079311379
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#d9445d,0,1.7447253075678513
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#b45aa4,35,1.31586831468433
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#b45aa4,35,2.63528540500162
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#008b98,23,1.3296694833829898
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#6976be,30,4.12902116713231
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0087a8,25,-3.4832545484745454
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#0087a8,25,-0.4826280193533299
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#da464a,1,2.087798333445765
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#d9445d,0,-2.121779221351337
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#698518,13,3.764679426478709
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#bb6400,5,-3.9003846271143288
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#4a8a0b,14,3.9170529413866886
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#7e71ba,31,3.4222621276412273
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#337dce,29,3.7378275253610562
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#a265a6,34,2.8757691600016875
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#ae6c00,6,2.5229552755022997
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#b45aa4,35,-2.798709904205263
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#d9445d,0,3.676136627797684
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#0081cd,28,-4.448553689322331
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#337dce,29,-0.9580649613749737
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#009018,15,-1.3101567586303413
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#8c6db5,32,-0.5122980885387579
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#6976be,30,1.8677018299782793
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#da4836,2,2.531418786973004
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#009246,16,4.616705039682259
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#6976be,30,3.858413925151674
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#a67100,7,-3.9375931383521197
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#0785ac,26,-1.5852824576340696
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,6110c8fb129da6ea8847b9f9,#ca5a00,4,1.7700887923252895
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#0087a8,25,3.9366121069239064
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#817f00,11,1.0836519750354825
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#da464a,1,4.948165069115035
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#0089a0,24,-1.654963085596336
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6058071bda217990b860e6ee,#dc4800,3,1.3196833111250055
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,60c9fcbb6090f57f63cdbebf,#bb6400,5,1.0818216057760632
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#6976be,30,2.603379531697363
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#dc4800,3,-0.8621656492132715
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,4.708019993291244
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#927900,9,-3.1054001891406138
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61001bf99a534440d8563358,#8a7c00,10,0.9733670161392913
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#bb6400,5,1.3581874774028821
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#8c6db5,32,3.809098073783331
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#008c86,21,4.517682091365726
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#698518,13,-1.1041518312549343
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0785ac,26,-4.303208138728061
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#817f00,11,0.5221277158680413
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#768201,12,-1.3514865871584247
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#00905f,17,2.2078871761327723
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#0087a8,25,-1.187471083021555
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#817f00,11,-0.05819590778166017
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#d7456b,39,-0.226433684243223
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#817f00,11,3.3339354310335523
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#9769ae,33,-2.8567890856655507
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#bd5697,36,-4.703897393661334
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#698518,13,-1.7789288760813653
2587-8384393b-1042-47e8-a917-5062e30b3483,5ea93131b2e5310009e185e6,#ae6c00,6,-4.942068838373379
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#8a7c00,10,-2.8103886880945685
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#dc4800,3,3.4669114883409144
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#d9445d,0,1.2251010807451044
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#7e71ba,31,-2.5513530647966243
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#ae6c00,6,0.5693031671240594
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#8a7c00,10,0.08756849276595953
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#ae6c00,6,-0.04300802388044257
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,60c9fcbb6090f57f63cdbebf,#008b98,23,-5.390973852126111
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#7e71ba,31,-2.7876025190461537
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#d4467b,38,-0.7271125269084896
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#698518,13,0.3184187581590109
