game,speaker,referent,referent_id,mds_1
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#4a8a0b,14,1.0481326144622989
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#00905f,17,0.03174031994533074
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#a67100,7,0.792166443757902
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#008b98,23,-0.8248059147853593
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#4a8a0b,14,-0.1489192079708831
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#0084bc,27,5.307903203235937
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#008b98,23,-1.0784955773185068
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#0081cd,28,-1.0467273389031224
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#8c6db5,32,1.910941366748484
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#817f00,11,-1.048144361463406
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#d9445d,0,6.9196824003411965
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#927900,9,0.7134841581994336
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#0081cd,28,-0.6548420002460468
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5e521a4b05acdb243aaee8de,#0089a0,24,-1.2473836758276464
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#9769ae,33,-3.637037018541027
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#d9445d,0,2.4700623139704394
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6058071bda217990b860e6ee,#0785ac,26,-3.880900516937847
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#00905f,17,-1.5369327496168241
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#b45aa4,35,1.024557695507084
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#da464a,1,3.1091376016012044
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#c55286,37,1.6375597947592602
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a67100,7,1.1362296331132153
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#337dce,29,-0.890053615105516
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#7e71ba,31,3.222464557343701
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#698518,13,-1.397066636143211
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5e521a4b05acdb243aaee8de,#00905f,17,0.5939345610513984
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#bd5697,36,7.682484574610094
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,6110c8fb129da6ea8847b9f9,#817f00,11,-2.2685978863272607
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6058071bda217990b860e6ee,#009069,18,-1.417961777717413
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#7e71ba,31,-7.268459840144506
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#768201,12,2.8023576783276227
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61001bf99a534440d8563358,#4a8a0b,14,-1.4068688538562746
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#ca5a00,4,5.964293760436027
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#817f00,11,5.285092948247422
0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#009246,16,4.195573513267101
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#0081cd,28,-2.84165050989082
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da4836,2,-0.8849095308211578
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#dc4800,3,2.255474013199526
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#a265a6,34,-1.0401115886902568
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#768201,12,0.6979216571261407
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,61118a566bf579b7d69aa202,#ae6c00,6,6.309579654793494
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#9a760e,8,0.6723260660472066
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#bb6400,5,-5.517198119766488
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#008c8e,22,-0.7479890745439614
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#a265a6,34,2.3419127735431617
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#0084bc,27,0.44481382752865284
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#0785ac,26,-0.8386183935936309
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#768201,12,3.5570485495869177
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#698518,13,-1.351484453797221
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#337dce,29,-3.7345027882905195
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#817f00,11,3.302109104173972
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#009246,16,-1.3271577420963727
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#9769ae,33,1.9485370944564695
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6058071bda217990b860e6ee,#d9445d,0,1.0472976647982555
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#9a760e,8,0.3295120556312772
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#9769ae,33,1.9432924309419206
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#b45aa4,35,3.1470876596970045
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#0089a0,24,-0.9319630679261104
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#da464a,1,1.032727675598531
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61001bf99a534440d8563358,#009246,16,-1.2204572021367142
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#817f00,11,0.7144693088809418
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61001bf99a534440d8563358,#7e71ba,31,2.5929858682059854
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#a67100,7,-3.133684017989711
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,61001a5d58777b6e99cc43a1,#9a760e,8,-3.3864788867864886
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#0087a8,25,-0.7731352782304861
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#0081cd,28,-1.1562628821935548
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5b0f33dd1e55760001b9a9ce,#ca5a00,4,3.131461182202512
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#768201,12,-1.2062028256073858
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#8a7c00,10,1.8020653688423949
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#00905f,17,-1.4590932064922575
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#8c6db5,32,-0.1440248652802908
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#da464a,1,3.022903516395106
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#00905f,17,0.42553569504241234
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#8c6db5,32,-4.084980600946785
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5e521a4b05acdb243aaee8de,#a67100,7,0.6953389513031235
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#008c8e,22,3.5250476306971907
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#a67100,7,2.669261822337586
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#8c6db5,32,-2.847584125340299
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#d4467b,38,2.696175973784978
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#009072,19,2.893694002799071
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#d7456b,39,1.2364097930438178
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#008c86,21,-1.5567006615932955
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#00905f,17,-0.8092460545854501
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#009246,16,7.042704384430889
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#337dce,29,2.6276318855436576
2587-8384393b-1042-47e8-a917-5062e30b3483,5ea93131b2e5310009e185e6,#a265a6,34,-2.872667918156815
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#00907c,20,-1.957715124420697
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#bd5697,36,0.840908318242589
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#008c8e,22,-1.0794166063487567
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#009018,15,-1.4942881351226864
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#9769ae,33,-0.6258030226950044
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#bb6400,5,-3.0455601533405043
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#8c6db5,32,-2.809298826302145
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#0087a8,25,-1.069269410683492
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#0084bc,27,-0.5595595100228273
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#bd5697,36,-0.6421632654645006
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#0785ac,26,-1.1455489587183776
0198-5e695728-0481-4864-a152-cf981b7e539e,5bace93b5cd4520001dc04a5,#8a7c00,10,3.859812976024467
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#0087a8,25,-5.299195039109806
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5e521a4b05acdb243aaee8de,#927900,9,0.8566466322269484
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#9a760e,8,0.2786039900924457
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,6053ce04a276ce713b3e7c1a,#9769ae,33,-2.9730010388384316
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,6110c8fb129da6ea8847b9f9,#7e71ba,31,-3.014392063955748
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#dc4800,3,1.6872342543664782
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6102ad41aeb80cbf94d1ff64,#d7456b,39,2.260590379758867
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#009018,15,1.4818004821815745
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#768201,12,-1.2826994998329184
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#b45aa4,35,1.684474377506375
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#d9445d,0,2.4467177170127767
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#009246,16,-1.5160117747974544
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610e25f9f9818357aca7dc5f,#009069,18,-1.3843941126853694
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#8c6db5,32,-4.030915567992227
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#8c6db5,32,0.40111811645632417
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#337dce,29,3.5743381241527388
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#698518,13,-1.2917934428979658
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#8c6db5,32,2.0593320169782907
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,6151f0f200c152d71f393bb5,#6976be,30,-2.509252965947665
7322-c9e54e6e-8322-4c7a-9fc4-57a975a0715e,5c105e2757fd11000127e60f,#bd5697,36,2.9635246895914404
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#8a7c00,10,-1.3226700294631946
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#9a760e,8,1.2973756647980481
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#009246,16,-1.3393291014989865
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#8a7c00,10,6.401077435517056
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#768201,12,-0.9458292125968767
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#009072,19,7.47219624062108
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#817f00,11,-1.252233529546332
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#9769ae,33,2.5005477762115516
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,6110c8fb129da6ea8847b9f9,#009072,19,-1.334137247227977
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#d7456b,39,-2.7825642121270406
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,61001a7d72ee7fa3032b8a1a,#da464a,1,2.0384128364994463
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#7e71ba,31,0.9379863883703737
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#c55286,37,-2.503035765629138
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#00905f,17,1.6802245254959336
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#ae6c00,6,-0.9878632010614259
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#7e71ba,31,-2.733599176631682
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#817f00,11,1.3352587208394366
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#d9445d,0,1.5451794527360776
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#ca5a00,4,-4.066227275236387
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#8c6db5,32,4.206852198618141
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#009246,16,-1.5423258881176412
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#ca5a00,4,3.833895658461923
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#009069,18,-4.756972630799708
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0089a0,24,-0.8442598452160269
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#0081cd,28,-0.08467752954478189
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#dc4800,3,4.048628382931692
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0084bc,27,0.24420086338191851
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#0087a8,25,-3.6710122430322616
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#7e71ba,31,0.09751429627330423
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#009246,16,-0.7380033441638238
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#698518,13,2.1979143684514035
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5b0f33dd1e55760001b9a9ce,#7e71ba,31,-3.776013847224171
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#bd5697,36,-3.354616545310993
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#768201,12,-1.242404004844382
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,6110c8fb129da6ea8847b9f9,#8a7c00,10,-3.2935469565473423
0198-5e695728-0481-4864-a152-cf981b7e539e,5bace93b5cd4520001dc04a5,#ca5a00,4,2.033871421163687
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#0089a0,24,-0.406595257857134
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#008b98,23,-4.532573030945442
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#d7456b,39,0.4657782252735445
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#009246,16,3.704114489373854
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,5be2dab1dc5b8d0001ce18a9,#a67100,7,-4.008671005082529
2587-8384393b-1042-47e8-a917-5062e30b3483,5ea93131b2e5310009e185e6,#c55286,37,1.1314675058503043
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#8c6db5,32,-2.438854363883826
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#009072,19,0.6326051569497696
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#008c86,21,-1.1998465417349675
3951-8c86a62b-51da-4b32-bd8a-2e560b8ad009,60fcfce988af0e9f331ec84a,#008b98,23,1.245255756747401
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#009018,15,-3.5742329156769297
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5b0f33dd1e55760001b9a9ce,#a67100,7,-3.8784704787040813
3730-56c8d6da-cb90-4c3a-817a-92d7a415d9e3,600f37dd7222cf0f2cf43322,#008c8e,22,-5.254305355552853
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#009018,15,3.906384013151544
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#0087a8,25,1.7452102458154715
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#d4467b,38,-2.8933602729601575
4516-f0e189ae-c01a-4dd4-aa63-524371292e12,610068e5f60debf1dafc444d,#b45aa4,35,1.1689395603201302
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,611c16a6c39439a1dd61c1f7,#7e71ba,31,-3.200004880888859
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#b45aa4,35,1.2074707463035823
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#337dce,29,0.39075227942481716
2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,60fe0ff2978d9def5d345ecd,#da464a,1,-5.318701001970356
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#0084bc,27,-1.023233510161846
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#9a760e,8,-0.4878456360083387
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,6110c8fb129da6ea8847b9f9,#dc4800,3,1.5225133092335161
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#ae6c00,6,-3.619826261353348
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#ae6c00,6,2.080876356626947
6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#768201,12,0.17567935315777836
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#da4836,2,1.423618206390413
9304-090b0ab4-b2f6-42b3-a787-d06d2a29fadf,5f47b045144b1c1ab5bed08d,#927900,9,2.8307041097746675
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5e2f1e401a4075000d1bee59,#4a8a0b,14,0.6627138090511654
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#d7456b,39,4.938393617839162
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#927900,9,2.8318708667588024
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#da4836,2,2.2882202021576594
8780-7feec203-9a90-4601-a603-2684f706dee4,615e32053d4f0c25ecbd9aaf,#008b98,23,5.177120740944763
6349-9065b367-5e9e-42c5-8ca8-571d61a8a2d2,5b8ad127ce33a00001e696cf,#d9445d,0,1.111082205153859
9031-a87ae5eb-af8f-4b52-aa0f-60b9ac2807ba,60a81df1832584842fb188f6,#0081cd,28,-1.9213016490448045
6055-523df967-9fff-4240-9641-0582631f8802,610006b5173cacb40e469b7b,#0785ac,26,1.3423925180669314
0739-0ef11871-3b27-486a-99f3-0c26b2628260,6109876949a63b51388197c2,#d7456b,39,0.7272304171763311
5552-ebe91faf-36cf-4a1a-88c1-e287570217dc,60f5eba9476ad9bc1d4252e9,#ae6c00,6,-3.786077843660262
2587-8384393b-1042-47e8-a917-5062e30b3483,5ea93131b2e5310009e185e6,#0785ac,26,-1.0618982610296352
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#009018,15,4.521858061965537
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#00905f,17,-1.4972597454311725
7315-163874f0-02f8-4f26-bd01-99758fad2f81,5b0f33dd1e55760001b9a9ce,#9769ae,33,3.2752080092851816
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5c61ab19776b38000156cc95,#a67100,7,0.03873098905154289
4558-a5ec2c63-a8f0-44ec-932f-92117bfa0127,6058071bda217990b860e6ee,#9769ae,33,-2.0602941568306834
2587-8384393b-1042-47e8-a917-5062e30b3483,610414b7a275aba12c4bf8b0,#00905f,17,-4.548851290571509
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#008b98,23,0.8853260144739064
0192-51579a54-ca07-4065-adf7-f9f11e47d993,610784123ead4a29b40195b6,#009018,15,0.7582178963399973
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#dc4800,3,0.4971377345386999
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f727fee07055f1d02a05a99,#ae6c00,6,0.1639227989216565
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60a2cbab9a74ddb09789cfa8,#817f00,11,0.39786013767478773
2964-8aa2bd97-5c9d-4156-b6d8-e1574af0adb1,60fcf1a04c245326d05076e0,#0785ac,26,-0.4723986869494362
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5aa26bda35237b000112e35d,#009072,19,5.337071676733265
0198-5e695728-0481-4864-a152-cf981b7e539e,60fcd99413d2d738147c7d55,#337dce,29,-1.9574224437937522
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#6976be,30,-2.5649650440891807
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#4a8a0b,14,-0.3844900739368688
0192-51579a54-ca07-4065-adf7-f9f11e47d993,5e886bafe66dd44f5c740394,#0084bc,27,-0.7509798436216455
6670-dfc1c549-cdef-423f-8e8a-45fc8a164eef,610087304c584b2ba35b4034,#817f00,11,-3.3776807010039573
4377-e719cef4-3bba-44a1-8aec-8fc607a84bc9,5d2c030eb3efb1001b7e4989,#698518,13,-1.4583657408602606
8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#da464a,1,3.7090278903137532
2362-f425e887-ea90-40d6-88b9-10dbd716643f,5e521a4b05acdb243aaee8de,#9a760e,8,0.9131139628021012
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61001bf99a534440d8563358,#0081cd,28,-2.294798471783286
5700-5d3ea060-bdc6-4ea3-a129-2ee677c88541,61294b6db5dce4f32fb7df9b,#817f00,11,3.2136458634960743
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,611072022d4ba516aab619ac,#da4836,2,1.2150680186389342
5611-d27589ce-fdf4-488b-b982-f5fc34b521ab,610761e24c57926a06f219e2,#7e71ba,31,4.450413171059877
6136-58beeef7-d336-4143-91d4-0068cdfa2517,5f58ceb73a55aa065f014fb4,#008c8e,22,-1.3548658441844768
4983-d6509fca-8aef-47b6-9c12-d8ff3bffafb2,6151f63958f5eb5b33db9239,#008c8e,22,-1.6913057698276515
2587-8384393b-1042-47e8-a917-5062e30b3483,5ea93131b2e5310009e185e6,#8a7c00,10,0.5434678871497458
