index,game,speaker,referent,referent_id,min_cluster_size,cluster_label
1452,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0084bc,27,6,-1
1456,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#8a7c00,10,6,-1
1510,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#bd5697,36,6,-1
1512,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#00907c,20,6,-1
1518,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#337dce,29,6,-1
1565,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#817f00,11,6,-1
1566,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#da464a,1,6,0
1603,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0089a0,24,6,-1
1702,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#768201,12,6,-1
1744,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#7e71ba,31,6,-1
1754,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#00905f,17,6,-1
1808,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#4a8a0b,14,6,-1
1819,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#008c86,21,6,-1
1826,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#c55286,37,6,0
1921,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#da4836,2,6,0
1978,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#927900,9,6,-1
94,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#dc4800,3,7,-1
130,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#9a760e,8,7,-1
160,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#008b98,23,7,-1
162,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0087a8,25,7,-1
165,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#d9445d,0,7,-1
179,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#6976be,30,7,-1
197,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#bb6400,5,7,-1
201,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0785ac,26,7,-1
207,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#d7456b,39,7,-1
217,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#ae6c00,6,7,0
223,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#698518,13,7,0
247,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0081cd,28,7,-1
266,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#9769ae,33,7,0
309,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#a265a6,34,7,-1
357,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#009018,15,7,-1
403,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#009069,18,7,-1
486,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#b45aa4,35,7,-1
502,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#009246,16,7,-1
990,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#8c6db5,32,7,-1
1172,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#d4467b,38,7,0
1300,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#008c8e,22,7,-1
1438,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#009072,19,7,-1
1452,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0084bc,27,7,-1
1456,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#8a7c00,10,7,-1
1510,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#bd5697,36,7,-1
1512,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#00907c,20,7,-1
1518,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#337dce,29,7,-1
1565,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#817f00,11,7,-1
1566,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#da464a,1,7,0
1603,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#0089a0,24,7,-1
1702,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#768201,12,7,-1
1744,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#7e71ba,31,7,-1
1754,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#00905f,17,7,-1
1808,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#4a8a0b,14,7,-1
1819,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#008c86,21,7,-1
1826,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#c55286,37,7,0
1921,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#da4836,2,7,0
1978,0739-0ef11871-3b27-486a-99f3-0c26b2628260,602e0102c7be4d8f930bccb5,#927900,9,7,-1
19,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d9445d,0,2,0
39,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#dc4800,3,2,0
47,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da4836,2,2,0
55,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#927900,9,2,1
101,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#7e71ba,31,2,2
154,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,2,2
353,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da464a,1,2,0
390,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ae6c00,6,2,1
431,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009246,16,2,4
432,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d4467b,38,2,0
438,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0081cd,28,2,3
455,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#337dce,29,2,3
489,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a67100,7,2,1
609,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0089a0,24,2,3
648,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#768201,12,2,1
706,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ca5a00,4,2,1
731,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bb6400,5,2,1
826,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00905f,17,2,4
853,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0087a8,25,2,3
889,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0785ac,26,2,3
956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009018,15,2,4
988,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d7456b,39,2,0
998,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#4a8a0b,14,2,4
1007,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0084bc,27,2,2
1037,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9a760e,8,2,1
1049,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bd5697,36,2,0
1055,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008b98,23,2,4
1133,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9769ae,33,2,2
1212,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c86,21,2,3
1265,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#698518,13,2,4
1475,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8a7c00,10,2,1
1528,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009069,18,2,3
1692,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a265a6,34,2,2
1759,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#6976be,30,2,2
1761,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c8e,22,2,0
1801,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#817f00,11,2,1
1816,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#c55286,37,2,-1
1833,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00907c,20,2,3
1914,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009072,19,2,3
1956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#b45aa4,35,2,2
19,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d9445d,0,3,0
39,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#dc4800,3,3,0
47,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da4836,2,3,0
55,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#927900,9,3,1
101,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#7e71ba,31,3,2
154,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,3,2
353,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da464a,1,3,0
390,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ae6c00,6,3,1
431,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009246,16,3,4
432,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d4467b,38,3,0
438,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0081cd,28,3,3
455,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#337dce,29,3,3
489,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a67100,7,3,1
609,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0089a0,24,3,3
648,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#768201,12,3,1
706,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ca5a00,4,3,1
731,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bb6400,5,3,1
826,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00905f,17,3,4
853,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0087a8,25,3,3
889,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0785ac,26,3,3
956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009018,15,3,4
988,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d7456b,39,3,0
998,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#4a8a0b,14,3,4
1007,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0084bc,27,3,2
1037,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9a760e,8,3,1
1049,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bd5697,36,3,0
1055,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008b98,23,3,4
1133,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9769ae,33,3,2
1212,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c86,21,3,3
1265,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#698518,13,3,4
1475,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8a7c00,10,3,1
1528,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009069,18,3,3
1692,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a265a6,34,3,2
1759,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#6976be,30,3,2
1761,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c8e,22,3,0
1801,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#817f00,11,3,1
1816,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#c55286,37,3,-1
1833,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00907c,20,3,3
1914,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009072,19,3,3
1956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#b45aa4,35,3,2
19,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d9445d,0,4,0
39,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#dc4800,3,4,0
47,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da4836,2,4,0
55,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#927900,9,4,1
101,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#7e71ba,31,4,2
154,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,4,2
353,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da464a,1,4,0
390,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ae6c00,6,4,1
431,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009246,16,4,4
432,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d4467b,38,4,0
438,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0081cd,28,4,3
455,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#337dce,29,4,3
489,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a67100,7,4,1
609,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0089a0,24,4,3
648,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#768201,12,4,1
706,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ca5a00,4,4,1
731,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bb6400,5,4,1
826,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00905f,17,4,4
853,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0087a8,25,4,3
889,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0785ac,26,4,3
956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009018,15,4,4
988,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d7456b,39,4,0
998,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#4a8a0b,14,4,4
1007,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0084bc,27,4,2
1037,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9a760e,8,4,1
1049,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bd5697,36,4,0
1055,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008b98,23,4,4
1133,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9769ae,33,4,2
1212,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c86,21,4,3
1265,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#698518,13,4,4
1475,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8a7c00,10,4,1
1528,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009069,18,4,3
1692,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a265a6,34,4,2
1759,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#6976be,30,4,2
1761,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c8e,22,4,-1
1801,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#817f00,11,4,1
1816,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#c55286,37,4,-1
1833,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00907c,20,4,3
1914,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009072,19,4,3
1956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#b45aa4,35,4,2
19,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d9445d,0,5,0
39,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#dc4800,3,5,0
47,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da4836,2,5,0
55,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#927900,9,5,2
101,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#7e71ba,31,5,3
154,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,5,3
353,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da464a,1,5,0
390,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ae6c00,6,5,2
431,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009246,16,5,1
432,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d4467b,38,5,0
438,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0081cd,28,5,1
455,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#337dce,29,5,1
489,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a67100,7,5,2
609,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0089a0,24,5,1
648,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#768201,12,5,2
706,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ca5a00,4,5,2
731,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bb6400,5,5,2
826,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00905f,17,5,1
853,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0087a8,25,5,1
889,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0785ac,26,5,1
956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009018,15,5,1
988,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d7456b,39,5,0
998,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#4a8a0b,14,5,1
1007,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0084bc,27,5,3
1037,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9a760e,8,5,2
1049,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bd5697,36,5,0
1055,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008b98,23,5,1
1133,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9769ae,33,5,3
1212,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c86,21,5,1
1265,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#698518,13,5,1
1475,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8a7c00,10,5,2
1528,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009069,18,5,1
1692,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a265a6,34,5,3
1759,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#6976be,30,5,3
1761,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c8e,22,5,-1
1801,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#817f00,11,5,2
1816,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#c55286,37,5,-1
1833,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00907c,20,5,1
1914,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009072,19,5,1
1956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#b45aa4,35,5,3
19,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d9445d,0,6,0
39,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#dc4800,3,6,0
47,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da4836,2,6,0
55,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#927900,9,6,2
101,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#7e71ba,31,6,3
154,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8c6db5,32,6,3
353,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#da464a,1,6,0
390,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ae6c00,6,6,2
431,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009246,16,6,1
432,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d4467b,38,6,0
438,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0081cd,28,6,1
455,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#337dce,29,6,1
489,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#a67100,7,6,2
609,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0089a0,24,6,1
648,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#768201,12,6,2
706,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#ca5a00,4,6,2
731,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bb6400,5,6,2
826,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#00905f,17,6,1
853,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0087a8,25,6,1
889,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0785ac,26,6,1
956,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#009018,15,6,1
988,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#d7456b,39,6,0
998,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#4a8a0b,14,6,1
1007,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#0084bc,27,6,3
1037,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9a760e,8,6,2
1049,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#bd5697,36,6,0
1055,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008b98,23,6,1
1133,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#9769ae,33,6,3
1212,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#008c86,21,6,1
1265,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#698518,13,6,1
1475,6055-523df967-9fff-4240-9641-0582631f8802,605243c1f9d94b7d6caf04dc,#8a7c00,10,6,2
