index,game,speaker,referent,referent_id,min_cluster_size,cluster_label
56,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ae6c00,6,2,3
105,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,2,1
138,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,2,2
194,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,2,-1
232,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bd5697,36,2,0
271,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a67100,7,2,3
349,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9a760e,8,2,4
504,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da4836,2,2,3
535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#768201,12,2,2
581,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#337dce,29,2,0
612,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0084bc,27,2,1
708,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d4467b,38,2,2
795,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009018,15,2,0
834,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009069,18,2,-1
875,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#817f00,11,2,-1
957,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da464a,1,2,3
960,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ca5a00,4,2,3
1011,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#b45aa4,35,2,4
1018,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#c55286,37,2,2
1024,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c8e,22,2,-1
1096,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0081cd,28,2,1
1115,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008b98,23,2,1
1150,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bb6400,5,2,2
1180,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00907c,20,2,1
1201,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#927900,9,2,-1
1376,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0087a8,25,2,0
1394,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c86,21,2,2
1416,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#4a8a0b,14,2,2
1422,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009072,19,2,3
1515,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#7e71ba,31,2,0
1535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009246,16,2,2
1619,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d9445d,0,2,-1
1642,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00905f,17,2,2
1712,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8a7c00,10,2,0
1722,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9769ae,33,2,0
1723,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8c6db5,32,2,0
1750,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d7456b,39,2,2
1881,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#dc4800,3,2,4
1899,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a265a6,34,2,0
1958,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0785ac,26,2,1
56,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ae6c00,6,3,2
105,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,3,1
138,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,3,3
194,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,3,-1
232,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bd5697,36,3,0
271,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a67100,7,3,2
349,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9a760e,8,3,2
504,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da4836,2,3,2
535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#768201,12,3,3
581,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#337dce,29,3,0
612,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0084bc,27,3,1
708,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d4467b,38,3,3
795,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009018,15,3,0
834,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009069,18,3,-1
875,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#817f00,11,3,0
957,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da464a,1,3,2
960,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ca5a00,4,3,2
1011,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#b45aa4,35,3,-1
1018,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#c55286,37,3,3
1024,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c8e,22,3,2
1096,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0081cd,28,3,1
1115,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008b98,23,3,-1
1150,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bb6400,5,3,3
1180,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00907c,20,3,1
1201,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#927900,9,3,2
1376,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0087a8,25,3,0
1394,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c86,21,3,3
1416,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#4a8a0b,14,3,3
1422,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009072,19,3,2
1515,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#7e71ba,31,3,0
1535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009246,16,3,3
1619,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d9445d,0,3,-1
1642,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00905f,17,3,3
1712,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8a7c00,10,3,0
1722,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9769ae,33,3,0
1723,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8c6db5,32,3,0
1750,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d7456b,39,3,3
1881,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#dc4800,3,3,2
1899,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a265a6,34,3,0
1958,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0785ac,26,3,1
56,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ae6c00,6,4,2
105,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,4,1
138,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,4,3
194,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,4,-1
232,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bd5697,36,4,0
271,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a67100,7,4,2
349,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9a760e,8,4,2
504,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da4836,2,4,2
535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#768201,12,4,3
581,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#337dce,29,4,0
612,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0084bc,27,4,1
708,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d4467b,38,4,3
795,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009018,15,4,0
834,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009069,18,4,-1
875,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#817f00,11,4,-1
957,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da464a,1,4,2
960,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ca5a00,4,4,2
1011,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#b45aa4,35,4,-1
1018,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#c55286,37,4,3
1024,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c8e,22,4,-1
1096,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0081cd,28,4,1
1115,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008b98,23,4,1
1150,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bb6400,5,4,3
1180,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00907c,20,4,1
1201,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#927900,9,4,2
1376,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0087a8,25,4,0
1394,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c86,21,4,3
1416,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#4a8a0b,14,4,3
1422,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009072,19,4,2
1515,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#7e71ba,31,4,0
1535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009246,16,4,3
1619,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d9445d,0,4,-1
1642,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00905f,17,4,3
1712,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8a7c00,10,4,0
1722,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9769ae,33,4,0
1723,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8c6db5,32,4,0
1750,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d7456b,39,4,3
1881,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#dc4800,3,4,-1
1899,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a265a6,34,4,0
1958,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0785ac,26,4,1
56,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ae6c00,6,5,0
105,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,5,0
138,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,5,0
194,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,5,-1
232,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bd5697,36,5,1
271,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a67100,7,5,0
349,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9a760e,8,5,0
504,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da4836,2,5,0
535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#768201,12,5,0
581,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#337dce,29,5,1
612,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0084bc,27,5,0
708,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d4467b,38,5,0
795,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009018,15,5,1
834,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009069,18,5,0
875,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#817f00,11,5,1
957,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da464a,1,5,0
960,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ca5a00,4,5,0
1011,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#b45aa4,35,5,0
1018,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#c55286,37,5,0
1024,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c8e,22,5,0
1096,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0081cd,28,5,0
1115,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008b98,23,5,0
1150,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bb6400,5,5,0
1180,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00907c,20,5,0
1201,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#927900,9,5,0
1376,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0087a8,25,5,1
1394,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c86,21,5,0
1416,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#4a8a0b,14,5,0
1422,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009072,19,5,0
1515,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#7e71ba,31,5,1
1535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009246,16,5,0
1619,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d9445d,0,5,0
1642,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00905f,17,5,0
1712,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8a7c00,10,5,1
1722,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9769ae,33,5,1
1723,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8c6db5,32,5,1
1750,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d7456b,39,5,0
1881,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#dc4800,3,5,0
1899,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a265a6,34,5,1
1958,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0785ac,26,5,0
56,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ae6c00,6,6,0
105,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,6,0
138,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,6,0
194,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,6,-1
232,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bd5697,36,6,1
271,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a67100,7,6,0
349,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9a760e,8,6,0
504,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da4836,2,6,0
535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#768201,12,6,0
581,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#337dce,29,6,1
612,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0084bc,27,6,0
708,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d4467b,38,6,0
795,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009018,15,6,1
834,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009069,18,6,0
875,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#817f00,11,6,-1
957,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da464a,1,6,0
960,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ca5a00,4,6,0
1011,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#b45aa4,35,6,0
1018,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#c55286,37,6,0
1024,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c8e,22,6,0
1096,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0081cd,28,6,0
1115,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008b98,23,6,0
1150,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bb6400,5,6,0
1180,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00907c,20,6,0
1201,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#927900,9,6,0
1376,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0087a8,25,6,1
1394,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c86,21,6,0
1416,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#4a8a0b,14,6,0
1422,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009072,19,6,0
1515,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#7e71ba,31,6,1
1535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009246,16,6,0
1619,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d9445d,0,6,0
1642,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00905f,17,6,0
1712,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8a7c00,10,6,1
1722,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9769ae,33,6,1
1723,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8c6db5,32,6,1
1750,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d7456b,39,6,0
1881,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#dc4800,3,6,0
1899,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a265a6,34,6,1
1958,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0785ac,26,6,0
56,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ae6c00,6,7,0
105,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0089a0,24,7,0
138,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#698518,13,7,0
194,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#6976be,30,7,-1
232,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bd5697,36,7,1
271,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a67100,7,7,0
349,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9a760e,8,7,0
504,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da4836,2,7,0
535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#768201,12,7,0
581,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#337dce,29,7,1
612,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0084bc,27,7,0
708,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d4467b,38,7,0
795,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009018,15,7,1
834,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009069,18,7,0
875,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#817f00,11,7,-1
957,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#da464a,1,7,0
960,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#ca5a00,4,7,0
1011,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#b45aa4,35,7,0
1018,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#c55286,37,7,0
1024,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c8e,22,7,0
1096,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0081cd,28,7,0
1115,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008b98,23,7,0
1150,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#bb6400,5,7,0
1180,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00907c,20,7,0
1201,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#927900,9,7,0
1376,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0087a8,25,7,1
1394,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#008c86,21,7,0
1416,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#4a8a0b,14,7,0
1422,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009072,19,7,0
1515,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#7e71ba,31,7,1
1535,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#009246,16,7,0
1619,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d9445d,0,7,0
1642,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#00905f,17,7,0
1712,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8a7c00,10,7,1
1722,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#9769ae,33,7,1
1723,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#8c6db5,32,7,1
1750,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#d7456b,39,7,0
1881,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#dc4800,3,7,0
1899,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#a265a6,34,7,1
1958,2126-392c15c0-3baa-4914-90e4-db0a9b0a1479,58727901d53c97000159dc92,#0785ac,26,7,0
103,8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#009069,18,2,4
140,8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#da4836,2,2,-1
158,8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#b45aa4,35,2,2
170,8780-7feec203-9a90-4601-a603-2684f706dee4,5a16eb755d06850001b00bea,#337dce,29,2,-1
