"speaker","cluster_idx","n_signals","dcor","p","min_cluster_size"
"6151f0f200c152d71f393bb5","2","3","0.924112916868671","0.165583441655834","2"
"6151f0f200c152d71f393bb5","5","7","0.75241789155755","0.0755924407559244","2"
"6151f0f200c152d71f393bb5","4","7","0.733547351057259","0.718628137186281","2"
"6151f0f200c152d71f393bb5","1","8","0.760077516735675","0.447255274472553","2"
"5e521a4b05acdb243aaee8de","0","28","0.618935906063655","0.0008999100089991","2"
"5f47b045144b1c1ab5bed08d","0","6","0.782869039768834","0.335966403359664","2"
"5f47b045144b1c1ab5bed08d","4","8","0.767005721694897","0.0073992600739926","2"
"5f47b045144b1c1ab5bed08d","1","8","0.641244132125483","0.926907309269073","2"
"5f47b045144b1c1ab5bed08d","2","9","0.70533465272147","0.892610738926107","2"
"5f47b045144b1c1ab5bed08d","3","8","0.712895162307465","0.271872812718728","2"
"6109876949a63b51388197c2","2","8","0.691209529828156","0.376462353764624","2"
"6109876949a63b51388197c2","3","7","0.654588580295859","0.725227477252275","2"
"6109876949a63b51388197c2","0","3","0.967990830082305","0.160783921607839","2"
"6109876949a63b51388197c2","4","5","0.888562074637987","0.405159484051595","2"
"6109876949a63b51388197c2","1","4","0.942098974500914","0.251074892510749","2"
"61001bf99a534440d8563358","1","5","0.833519221477377","0.558844115588441","2"
"61001bf99a534440d8563358","2","10","0.594262434942074","0.564643535646435","2"
"61001bf99a534440d8563358","0","8","0.746584725415991","0.0996900309969003","2"
"61001bf99a534440d8563358","3","8","0.60115407014155","0.954004599540046","2"
"61001bf99a534440d8563358","4","5","0.919735854698328","0.0935906409359064","2"
"5c105e2757fd11000127e60f","3","9","0.82770672518639","0.0255974402559744","2"
"5c105e2757fd11000127e60f","2","3","0.727600314128254","0.828817118288171","2"
"5c105e2757fd11000127e60f","1","9","0.809540976439223","0.0214978502149785","2"
"5c105e2757fd11000127e60f","0","7","0.781315783693538","0.314568543145685","2"
"5c105e2757fd11000127e60f","4","6","0.783463177849252","0.49025097490251","2"
"5b8ad127ce33a00001e696cf","3","7","0.621068320822843","0.991600839916008","2"
"5b8ad127ce33a00001e696cf","0","4","0.983177726828368","0.127687231276872","2"
"5b8ad127ce33a00001e696cf","1","10","0.608541248206139","0.167883211678832","2"
"5b8ad127ce33a00001e696cf","2","8","0.854585999100812","0.0473952604739526","2"
"5b8ad127ce33a00001e696cf","4","10","0.87294530507302","0.0043995600439956","2"
"610087304c584b2ba35b4034","3","9","0.663968615065997","0.571542845715428","2"
"610087304c584b2ba35b4034","0","11","0.525683710636874","0.3999600039996","2"
"610087304c584b2ba35b4034","2","4","0.87308305944979","0.668933106689331","2"
"610087304c584b2ba35b4034","1","7","0.89281250438418","0.120687931206879","2"
"610087304c584b2ba35b4034","4","8","0.839006926719777","0.0581941805819418","2"
"6053ce04a276ce713b3e7c1a","2","10","0.723794182517019","0.0940905909409059","2"
"6053ce04a276ce713b3e7c1a","4","4","0.835957743887049","0.65983401659834","2"
"6053ce04a276ce713b3e7c1a","1","9","0.769848271904447","0.0890910908909109","2"
"6053ce04a276ce713b3e7c1a","0","5","0.829867826187795","0.250974902509749","2"
"6053ce04a276ce713b3e7c1a","3","4","0.897964797285248","0.294770522947705","2"
"5aa26bda35237b000112e35d","0","8","0.74509648423503","0.463953604639536","2"
"5aa26bda35237b000112e35d","3","7","0.754949283929103","0.506049395060494","2"
"5aa26bda35237b000112e35d","1","8","0.764733500385385","0.197380261973803","2"
"5aa26bda35237b000112e35d","2","6","0.748960567878427","0.448355164483552","2"
"5aa26bda35237b000112e35d","4","5","0.842559298451221","0.224677532246775","2"
"610068e5f60debf1dafc444d","2","7","0.708000371112746","0.84021597840216","2"
"610068e5f60debf1dafc444d","0","11","0.73798015627049","0.0358964103589641","2"
"610068e5f60debf1dafc444d","1","6","0.569555640283647","0.478652134786521","2"
"610068e5f60debf1dafc444d","3","10","0.616131710781503","0.143485651434857","2"
"5c61ab19776b38000156cc95","0","8","0.560887186211536","0.956104389561044","2"
"5c61ab19776b38000156cc95","2","23","0.693799781628712","0.0006999300069993","2"
"5c61ab19776b38000156cc95","1","4","0.92402003119527","0.417758224177582","2"
"5b0f33dd1e55760001b9a9ce","0","8","0.59100092139809","0.900909909009099","2"
"5b0f33dd1e55760001b9a9ce","2","6","0.811762897701411","0.460653934606539","2"
"5b0f33dd1e55760001b9a9ce","3","7","0.57811509859659","0.741625837416258","2"
"5b0f33dd1e55760001b9a9ce","1","9","0.833461134112542","0.0224977502249775","2"
"5b0f33dd1e55760001b9a9ce","4","10","0.648297521282479","0.916008399160084","2"
"5bace93b5cd4520001dc04a5","4","6","0.721234122851455","0.767423257674233","2"
"5bace93b5cd4520001dc04a5","3","8","0.717055926435558","0.734726527347265","2"
"5bace93b5cd4520001dc04a5","0","6","0.562241856325906","0.897310268973103","2"
"5bace93b5cd4520001dc04a5","5","2","1","1","2"
"5bace93b5cd4520001dc04a5","1","8","0.922383542645528","0.0141985801419858","2"
"5bace93b5cd4520001dc04a5","2","8","0.787366747406016","0.0665933406659334","2"
"58727901d53c97000159dc92","3","6","0.778599330244019","0.489351064893511","2"
"58727901d53c97000159dc92","1","6","0.714683402724992","0.622137786221378","2"
"58727901d53c97000159dc92","2","10","0.742940151231991","0.0278972102789721","2"
"58727901d53c97000159dc92","0","9","0.695056698702047","0.130986901309869","2"
"58727901d53c97000159dc92","4","3","0.967548867403886","0.831716828317168","2"
"60fcfce988af0e9f331ec84a","1","17","0.516445289807767","0.376362363763624","2"
"60fcfce988af0e9f331ec84a","0","2","1","1","2"
"60fcfce988af0e9f331ec84a","2","7","0.644249765926241","0.532946705329467","2"
"61118a566bf579b7d69aa202","0","5","0.847791121164999","0.242075792420758","2"
"61118a566bf579b7d69aa202","2","9","0.712983797045107","0.182481751824818","2"
"61118a566bf579b7d69aa202","3","9","0.683918167958303","0.334466553344666","2"
"61118a566bf579b7d69aa202","4","5","0.80769117669181","0.782621737826217","2"
"61118a566bf579b7d69aa202","1","4","0.809378540258111","0.414558544145585","2"
"60fcf1a04c245326d05076e0","2","11","0.81402497037813","0.023997600239976","2"
"60fcf1a04c245326d05076e0","3","11","0.742611432295907","0.0868913108689131","2"
"60fcf1a04c245326d05076e0","0","5","0.775276016891924","0.931806819318068","2"
"60fcf1a04c245326d05076e0","1","5","0.783697737249546","0.938506149385061","2"
"61001a7d72ee7fa3032b8a1a","3","6","0.851138845187448","0.128887111288871","2"
"61001a7d72ee7fa3032b8a1a","4","10","0.706072353792193","0.0586941305869413","2"
"61001a7d72ee7fa3032b8a1a","2","10","0.959360425322382","9.99900009999e-05","2"
"61001a7d72ee7fa3032b8a1a","6","3","0.749462063505907","0.830916908309169","2"
"61001a7d72ee7fa3032b8a1a","0","3","0.707724378172594","0.834716528347165","2"
"61001a7d72ee7fa3032b8a1a","5","3","0.989681582936296","0.163283671632837","2"
"61001a7d72ee7fa3032b8a1a","1","3","0.96892273274448","0.164383561643836","2"
"5e2f1e401a4075000d1bee59","1","7","0.80180869426632","0.217578242175782","2"
"5e2f1e401a4075000d1bee59","3","9","0.562242405673388","0.262373762623738","2"
"5e2f1e401a4075000d1bee59","5","7","0.739732858831527","0.565943405659434","2"
"5e2f1e401a4075000d1bee59","2","11","0.664988426540454","0.172082791720828","2"
"5e2f1e401a4075000d1bee59","4","3","0.822787852598564","0.664533546645335","2"
"5e2f1e401a4075000d1bee59","0","3","0.996702457080199","0.165083491650835","2"
"5f58ceb73a55aa065f014fb4","1","7","0.810703524339006","0.533446655334467","2"
"5f58ceb73a55aa065f014fb4","2","13","0.705470851780851","0.0924907509249075","2"
"5f58ceb73a55aa065f014fb4","3","4","0.93328171605523","0.617438256174383","2"
"5f58ceb73a55aa065f014fb4","0","9","0.740290333792555","0.108689131086891","2"
"5d2c030eb3efb1001b7e4989","1","17","0.772794939742112","0.000999900009999","2"
"5d2c030eb3efb1001b7e4989","2","13","0.460086475213561","0.789321067893211","2"
"5d2c030eb3efb1001b7e4989","0","9","0.76549385594964","0.16988301169883","2"
"610761e24c57926a06f219e2","0","33","0.521804050484235","0.0725927407259274","2"
"60fcd99413d2d738147c7d55","0","10","0.726732024874955","0.125687431256874","2"
"60fcd99413d2d738147c7d55","1","9","0.753104022993752","0.182381761823818","2"
"60fcd99413d2d738147c7d55","4","8","0.631734815470869","0.692730726927307","2"
"60fcd99413d2d738147c7d55","2","5","0.876001731202645","0.182381761823818","2"
"60fcd99413d2d738147c7d55","3","8","0.671765167191374","0.332966703329667","2"
"602e0102c7be4d8f930bccb5","0","15","0.8769384123223","0.0002999700029997","2"
"610414b7a275aba12c4bf8b0","1","7","0.731490756891762","0.76012398760124","2"
"610414b7a275aba12c4bf8b0","0","9","0.704176995129093","0.136086391360864","2"
"610414b7a275aba12c4bf8b0","2","6","0.7902086223865","0.418658134186581","2"
"610414b7a275aba12c4bf8b0","5","4","0.974362983736193","0.206379362063794","2"
"610414b7a275aba12c4bf8b0","4","2","1","1","2"
"610414b7a275aba12c4bf8b0","3","8","0.594282025172298","0.755824417558244","2"
"5a16eb755d06850001b00bea","4","6","0.77181333222596","0.211878812118788","2"
"5a16eb755d06850001b00bea","2","3","0.929605461941226","0.672832716728327","2"
"5a16eb755d06850001b00bea","6","3","0.672105569938244","0.835516448355164","2"
"5a16eb755d06850001b00bea","3","4","0.61139628566851","0.916008399160084","2"
"5a16eb755d06850001b00bea","1","4","0.750212810263034","0.628537146285371","2"
"5a16eb755d06850001b00bea","0","6","0.742116475691847","0.195180481951805","2"
"5a16eb755d06850001b00bea","5","3","0.972762216384208","0.33026697330267","2"
"60fe0ff2978d9def5d345ecd","0","31","0.474656426754111","0.0577942205779422","2"
"610e25f9f9818357aca7dc5f","0","9","0.759694665360096","0.484751524847515","2"
"610e25f9f9818357aca7dc5f","3","9","0.681526160064638","0.727227277272273","2"
"610e25f9f9818357aca7dc5f","1","5","0.757627709781318","0.676432356764324","2"
"610e25f9f9818357aca7dc5f","2","7","0.625141604715364","0.438056194380562","2"
"610e25f9f9818357aca7dc5f","4","9","0.580615867289644","0.872512748725128","2"
"5e886bafe66dd44f5c740394","3","8","0.746388880869422","0.486251374862514","2"
"5e886bafe66dd44f5c740394","1","12","0.640999791588492","0.444755524447555","2"
"5e886bafe66dd44f5c740394","4","9","0.6363058135007","0.835316468353165","2"
"5e886bafe66dd44f5c740394","2","4","0.926363443358262","0.0418958104189581","2"
"5e886bafe66dd44f5c740394","0","5","0.959107462271725","0.0650934906509349","2"
"600f37dd7222cf0f2cf43322","0","40","0.625993692616227","9.99900009999e-05","2"
"610006b5173cacb40e469b7b","2","14","0.664660524744245","0.236276372362764","3"
"610006b5173cacb40e469b7b","0","4","0.69736619566818","0.574842515748425","3"
"610006b5173cacb40e469b7b","1","7","0.887227231972052","0.121787821217878","3"
"610006b5173cacb40e469b7b","3","3","0.91240846519493","0.83991600839916","3"
"615e32053d4f0c25ecbd9aaf","2","7","0.645567820260059","0.513748625137486","3"
"615e32053d4f0c25ecbd9aaf","0","6","0.668395851274741","0.864013598640136","3"
"615e32053d4f0c25ecbd9aaf","1","10","0.726448302949515","0.105089491050895","3"
"615e32053d4f0c25ecbd9aaf","3","5","0.690039708023837","0.658234176582342","3"
"61001a5d58777b6e99cc43a1","2","12","0.711921363491504","0.116788321167883","3"
"61001a5d58777b6e99cc43a1","3","9","0.906330131886046","0.0006999300069993","3"
"61001a5d58777b6e99cc43a1","1","6","0.868067917928473","0.103089691030897","3"
"61001a5d58777b6e99cc43a1","0","5","0.912579070668957","0.268073192680732","3"
"6151f63958f5eb5b33db9239","1","6","0.841882764869195","0.1994800519948","3"
"6151f63958f5eb5b33db9239","2","7","0.559862273735668","0.951304869513049","3"
"6151f63958f5eb5b33db9239","0","5","0.971083298996177","0.0172982701729827","3"
"6151f63958f5eb5b33db9239","3","5","0.754707839878634","0.654334566543346","3"
"611072022d4ba516aab619ac","2","10","0.63785440854288","0.787621237876212","3"
"611072022d4ba516aab619ac","1","14","0.696328007883311","0.0132986701329867","3"
"611072022d4ba516aab619ac","3","10","0.609028126261675","0.6000399960004","3"
"611072022d4ba516aab619ac","0","6","0.69853305776229","0.958104189581042","3"
"6110c8fb129da6ea8847b9f9","0","10","0.731000837867418","0.0802919708029197","3"
"6110c8fb129da6ea8847b9f9","3","8","0.784331800180692","0.338266173382662","3"
"6110c8fb129da6ea8847b9f9","1","8","0.726337904627685","0.312368763123688","3"
"6110c8fb129da6ea8847b9f9","2","6","0.78851449620974","0.464653534646535","3"
"6110c8fb129da6ea8847b9f9","4","5","0.854174640772583","0.885111488851115","3"
"5be2dab1dc5b8d0001ce18a9","2","8","0.715376685754211","0.781521847815218","3"
"5be2dab1dc5b8d0001ce18a9","1","12","0.645698960744762","0.825917408259174","3"
"5be2dab1dc5b8d0001ce18a9","4","4","0.853573022914346","0.458754124587541","3"
"5be2dab1dc5b8d0001ce18a9","3","4","0.737674245095954","0.460653934606539","3"
"5be2dab1dc5b8d0001ce18a9","0","3","0.961385559677206","0.338666133386661","3"
"6102ad41aeb80cbf94d1ff64","1","9","0.698278612259563","0.185381461853815","3"
"6102ad41aeb80cbf94d1ff64","3","9","0.735439494880627","0.245575442455754","3"
"6102ad41aeb80cbf94d1ff64","4","9","0.598265108997253","0.998500149985001","3"
"6102ad41aeb80cbf94d1ff64","0","6","0.96367525830126","0.0083991600839916","3"
"6102ad41aeb80cbf94d1ff64","2","7","0.723941349014218","0.624637536246375","3"
"5f727fee07055f1d02a05a99","1","7","0.778666966506073","0.224177582241776","3"
"5f727fee07055f1d02a05a99","3","8","0.65732513147402","0.788221177882212","3"
"5f727fee07055f1d02a05a99","0","6","0.766296916816551","0.424657534246575","3"
"5f727fee07055f1d02a05a99","2","4","0.896077273775902","0.533946605339466","3"
"60f5eba9476ad9bc1d4252e9","0","8","0.812504681438422","0.131086891310869","3"
"60f5eba9476ad9bc1d4252e9","2","13","0.74835939892962","0.0057994200579942","3"
"60f5eba9476ad9bc1d4252e9","1","9","0.709560692955674","0.431556844315568","3"
"60f5eba9476ad9bc1d4252e9","3","8","0.806593510855636","0.182581741825817","3"
"6058071bda217990b860e6ee","2","5","0.825755447010059","0.859114088591141","3"
"6058071bda217990b860e6ee","0","8","0.730151507091045","0.591140885911409","3"
"6058071bda217990b860e6ee","1","8","0.766552058482264","0.352264773522648","3"
"6058071bda217990b860e6ee","3","7","0.57829997690053","0.936906309369063","3"
"611c16a6c39439a1dd61c1f7","2","4","0.859192574153763","0.20977902209779","3"
"611c16a6c39439a1dd61c1f7","3","16","0.676546862796289","0.0276972302769723","3"
"611c16a6c39439a1dd61c1f7","0","6","0.6889820824775","0.496450354964504","3"
"611c16a6c39439a1dd61c1f7","1","7","0.585335185914413","0.430756924307569","3"
"5ea93131b2e5310009e185e6","3","5","0.92683905435686","0.0265973402659734","3"
"5ea93131b2e5310009e185e6","0","6","0.827595399887229","0.42985701429857","3"
"5ea93131b2e5310009e185e6","4","6","0.874363861273429","0.14988501149885","3"
"5ea93131b2e5310009e185e6","1","9","0.739716751561128","0.0653934606539346","3"
"5ea93131b2e5310009e185e6","2","9","0.952362276850116","0.0013998600139986","3"
"605243c1f9d94b7d6caf04dc","0","8","0.938069162574478","0.0071992800719928","3"
"605243c1f9d94b7d6caf04dc","1","9","0.629933216886859","0.547045295470453","3"
"605243c1f9d94b7d6caf04dc","2","7","0.657061258049084","0.592040795920408","3"
"605243c1f9d94b7d6caf04dc","4","6","0.87603142275868","0.242775722427757","3"
"605243c1f9d94b7d6caf04dc","3","9","0.71546038941918","0.377862213778622","3"
"60c9fcbb6090f57f63cdbebf","0","38","0.523168233875589","0.0037996200379962","3"
"60a2cbab9a74ddb09789cfa8","2","11","0.754823702995601","0.116788321167883","3"
"60a2cbab9a74ddb09789cfa8","4","4","0.917979097602874","0.0424957504249575","3"
"60a2cbab9a74ddb09789cfa8","3","4","0.857120662545905","0.62993700629937","3"
"60a2cbab9a74ddb09789cfa8","0","7","0.803964679815195","0.144285571442856","3"
"60a2cbab9a74ddb09789cfa8","1","4","0.608376382418148","1","3"
"610784123ead4a29b40195b6","1","12","0.74914901144555","0.0362963703629637","3"
"610784123ead4a29b40195b6","2","13","0.727015285506884","0.0216978302169783","3"
"610784123ead4a29b40195b6","0","9","0.682836943654192","0.361263873612639","3"
"61294b6db5dce4f32fb7df9b","3","6","0.77920111185838","0.623937606239376","3"
"61294b6db5dce4f32fb7df9b","4","11","0.689445383454118","0.163683631636836","3"
"61294b6db5dce4f32fb7df9b","0","8","0.927916237919376","0.0621937806219378","3"
"61294b6db5dce4f32fb7df9b","2","5","0.927655205700097","0.151584841515848","3"
"61294b6db5dce4f32fb7df9b","1","6","0.722874265887468","0.767823217678232","3"
"60a81df1832584842fb188f6","2","9","0.740448585295679","0.442755724427557","3"
"60a81df1832584842fb188f6","1","10","0.653795688125479","0.343865613438656","3"
"60a81df1832584842fb188f6","0","10","0.800450322306348","0.0107989201079892","3"
"6151f0f200c152d71f393bb5","2","7","0.629206949250651","0.691830816918308","3"
"6151f0f200c152d71f393bb5","0","5","0.922497607196195","0.185181481851815","3"
"6151f0f200c152d71f393bb5","4","6","0.80263369093306","0.698430156984302","3"
"6151f0f200c152d71f393bb5","3","8","0.796018784656171","0.102789721027897","3"
"6151f0f200c152d71f393bb5","1","8","0.760077516735675","0.443855614438556","3"
"5e521a4b05acdb243aaee8de","0","23","0.646403200295288","0.0023997600239976","3"
"5f47b045144b1c1ab5bed08d","0","6","0.782869039768834","0.336266373362664","3"
"5f47b045144b1c1ab5bed08d","4","8","0.767005721694897","0.0071992800719928","3"
"5f47b045144b1c1ab5bed08d","1","8","0.641244132125483","0.924107589241076","3"
"5f47b045144b1c1ab5bed08d","2","9","0.70533465272147","0.896410358964104","3"
"5f47b045144b1c1ab5bed08d","3","8","0.712895162307465","0.267773222677732","3"
"6109876949a63b51388197c2","0","26","0.600021866722142","0.0041995800419958","3"
"61001bf99a534440d8563358","1","4","0.900230148330961","0.671432856714329","3"
"61001bf99a534440d8563358","2","10","0.594262434942074","0.56974302569743","3"
"61001bf99a534440d8563358","0","8","0.746584725415991","0.101689831016898","3"
"61001bf99a534440d8563358","3","8","0.60115407014155","0.959304069593041","3"
"61001bf99a534440d8563358","4","5","0.919735854698328","0.0953904609539046","3"
"5c105e2757fd11000127e60f","2","7","0.8263864523652","0.164783521647835","3"
"5c105e2757fd11000127e60f","0","10","0.832314888946354","0.0098990100989901","3"
"5c105e2757fd11000127e60f","1","7","0.781315783693538","0.312968703129687","3"
"5c105e2757fd11000127e60f","3","7","0.93929846594334","0.100689931006899","3"
"5b8ad127ce33a00001e696cf","2","7","0.621068320822843","0.991400859914009","3"
"5b8ad127ce33a00001e696cf","0","4","0.983177726828368","0.124287571242876","3"
"5b8ad127ce33a00001e696cf","1","10","0.608541248206139","0.165883411658834","3"
"5b8ad127ce33a00001e696cf","4","8","0.854585999100812","0.0455954404559544","3"
"5b8ad127ce33a00001e696cf","3","9","0.845821410062786","0.0350964903509649","3"
"610087304c584b2ba35b4034","3","9","0.663968615065997","0.566443355664434","3"
"610087304c584b2ba35b4034","0","11","0.525683710636874","0.394460553944606","3"
"610087304c584b2ba35b4034","2","4","0.87308305944979","0.66033396660334","3"
"610087304c584b2ba35b4034","1","7","0.89281250438418","0.125087491250875","3"
"610087304c584b2ba35b4034","4","8","0.839006926719777","0.0595940405959404","3"
"6053ce04a276ce713b3e7c1a","2","10","0.723794182517019","0.0968903109689031","3"
"6053ce04a276ce713b3e7c1a","4","4","0.835957743887049","0.673132686731327","3"
"6053ce04a276ce713b3e7c1a","1","9","0.769848271904447","0.091990800919908","3"
"6053ce04a276ce713b3e7c1a","0","5","0.829867826187795","0.258174182581742","3"
"6053ce04a276ce713b3e7c1a","3","4","0.897964797285248","0.286071392860714","3"
