"speaker","n_clusters","dcor","p","min_cluster_size"
"6110c8fb129da6ea8847b9f9","5","0.939591349678336","0.314668533146685","4"
"5be2dab1dc5b8d0001ce18a9","3","0.904829924544086","1","4"
"6102ad41aeb80cbf94d1ff64","5","0.950646186154555","0.101289871012899","4"
"5f727fee07055f1d02a05a99","3","0.960400842908616","0.327267273272673","4"
"60f5eba9476ad9bc1d4252e9","4","0.925813070588655","0.412358764123588","4"
"6058071bda217990b860e6ee","4","0.981640126644418","0.0875912408759124","4"
"611c16a6c39439a1dd61c1f7","3","0.974464697030005","0.669133086691331","4"
"5ea93131b2e5310009e185e6","5","0.880412913451868","0.814118588141186","4"
"605243c1f9d94b7d6caf04dc","5","0.915824745500802","0.292370762923708","4"
"60c9fcbb6090f57f63cdbebf","1","0","1","4"
"60a2cbab9a74ddb09789cfa8","3","0.975084491260448","0.836216378362164","4"
"610784123ead4a29b40195b6","3","0.947324696577004","1","4"
"61294b6db5dce4f32fb7df9b","5","0.875229397165769","0.461353864613539","4"
"60a81df1832584842fb188f6","3","0.975528037305032","0.33976602339766","4"
"6151f0f200c152d71f393bb5","5","0.851659848010966","0.313568643135686","4"
"5e521a4b05acdb243aaee8de","1","0","1","4"
"5f47b045144b1c1ab5bed08d","5","0.964507916229304","0.0741925807419258","4"
"6109876949a63b51388197c2","1","0","1","4"
"61001bf99a534440d8563358","4","0.845282378255484","0.881311868813119","4"
"5c105e2757fd11000127e60f","4","0.981069438589076","0.0443955604439556","4"
"5b8ad127ce33a00001e696cf","4","0.919754407300985","0.325267473252675","4"
"610087304c584b2ba35b4034","4","0.82513860093931","0.75032496750325","4"
"6053ce04a276ce713b3e7c1a","4","0.906790535061317","0.871712828717128","4"
"5aa26bda35237b000112e35d","4","0.934888613329729","0.66983301669833","4"
"610068e5f60debf1dafc444d","4","0.9305393713787","0.454054594540546","4"
"5c61ab19776b38000156cc95","2","1","1","4"
"5b0f33dd1e55760001b9a9ce","5","0.866045988163114","0.596340365963404","4"
"5bace93b5cd4520001dc04a5","5","0.939388877866656","0.216078392160784","4"
"58727901d53c97000159dc92","4","0.866977625297977","0.341665833416658","4"
"60fcfce988af0e9f331ec84a","2","1","1","4"
"61118a566bf579b7d69aa202","3","0.991298145481731","0.328867113288671","4"
"60fcf1a04c245326d05076e0","1","0","1","4"
"61001a7d72ee7fa3032b8a1a","3","0.998897393758487","0.169083091690831","4"
"5e2f1e401a4075000d1bee59","4","0.908046182385005","0.0813918608139186","4"
"5f58ceb73a55aa065f014fb4","3","0.919341472446745","0.494950504949505","4"
"5d2c030eb3efb1001b7e4989","3","0.901279883704518","1","4"
"610761e24c57926a06f219e2","1","0","1","4"
"60fcd99413d2d738147c7d55","5","0.749403172576013","0.714628537146285","4"
"602e0102c7be4d8f930bccb5","1","0","1","4"
"610414b7a275aba12c4bf8b0","5","0.749169348656234","0.820717928207179","4"
"5a16eb755d06850001b00bea","1","0","1","4"
"60fe0ff2978d9def5d345ecd","1","0","1","4"
"610e25f9f9818357aca7dc5f","5","0.811237026846483","0.371362863713629","4"
"5e886bafe66dd44f5c740394","3","0.982013738936496","0.15958404159584","4"
"600f37dd7222cf0f2cf43322","1","0","1","4"
"610006b5173cacb40e469b7b","2","1","1","5"
"615e32053d4f0c25ecbd9aaf","1","0","1","5"
"61001a5d58777b6e99cc43a1","1","0","1","5"
"6151f63958f5eb5b33db9239","1","0","1","5"
"611072022d4ba516aab619ac","4","0.888055284913992","0.331466853314669","5"
"6110c8fb129da6ea8847b9f9","4","0.957420086959166","0.248575142485751","5"
"5be2dab1dc5b8d0001ce18a9","3","0.904829924544086","1","5"
"6102ad41aeb80cbf94d1ff64","5","0.957009650505607","0.0705929407059294","5"
"5f727fee07055f1d02a05a99","3","0.960400842908616","0.336066393360664","5"
"60f5eba9476ad9bc1d4252e9","4","0.925813070588655","0.419458054194581","5"
"6058071bda217990b860e6ee","3","0.98364103306405","0.165183481651835","5"
"611c16a6c39439a1dd61c1f7","1","0","1","5"
"5ea93131b2e5310009e185e6","4","0.920056225697326","0.701429857014299","5"
"605243c1f9d94b7d6caf04dc","4","0.925847052998405","0.543845615438456","5"
"60c9fcbb6090f57f63cdbebf","1","0","1","5"
"60a2cbab9a74ddb09789cfa8","3","0.96623954509017","1","5"
"610784123ead4a29b40195b6","3","0.947324696577004","1","5"
"61294b6db5dce4f32fb7df9b","3","0.990969784316463","0.163183681631837","5"
"60a81df1832584842fb188f6","3","0.975528037305032","0.326367363263674","5"
"6151f0f200c152d71f393bb5","4","0.970555937845023","0.335466453354665","5"
"5e521a4b05acdb243aaee8de","1","0","1","5"
"5f47b045144b1c1ab5bed08d","5","0.964507916229304","0.06999300069993","5"
"6109876949a63b51388197c2","1","0","1","5"
"61001bf99a534440d8563358","3","0.956738586622465","0.663033696630337","5"
"5c105e2757fd11000127e60f","1","0","1","5"
"5b8ad127ce33a00001e696cf","4","0.919754407300985","0.333066693330667","5"
"610087304c584b2ba35b4034","4","0.824758253982371","0.626337366263374","5"
"6053ce04a276ce713b3e7c1a","3","0.882694826809617","0.834016598340166","5"
"5aa26bda35237b000112e35d","4","0.934888613329729","0.672232776722328","5"
"610068e5f60debf1dafc444d","3","0.920207437124667","0.66953304669533","5"
"5c61ab19776b38000156cc95","2","1","1","5"
"5b0f33dd1e55760001b9a9ce","5","0.866045988163114","0.6004399560044","5"
"5bace93b5cd4520001dc04a5","5","0.932975701439222","0.297470252974703","5"
"58727901d53c97000159dc92","2","1","1","5"
"60fcfce988af0e9f331ec84a","2","1","1","5"
"61118a566bf579b7d69aa202","2","1","1","5"
"60fcf1a04c245326d05076e0","1","0","1","5"
"61001a7d72ee7fa3032b8a1a","3","0.99699288262035","0.335866413358664","5"
"5e2f1e401a4075000d1bee59","4","0.908046182385005","0.0862913708629137","5"
"5f58ceb73a55aa065f014fb4","3","0.871849547080769","0.505149485051495","5"
"5d2c030eb3efb1001b7e4989","3","0.901279883704518","1","5"
"610761e24c57926a06f219e2","1","0","1","5"
"60fcd99413d2d738147c7d55","4","0.674287684896332","0.587041295870413","5"
"602e0102c7be4d8f930bccb5","1","0","1","5"
"610414b7a275aba12c4bf8b0","5","0.749169348656234","0.824417558244176","5"
"5a16eb755d06850001b00bea","1","0","1","5"
"60fe0ff2978d9def5d345ecd","1","0","1","5"
"610e25f9f9818357aca7dc5f","4","0.954893002613092","0.160683931606839","5"
"5e886bafe66dd44f5c740394","3","0.982013738936496","0.16958304169583","5"
"600f37dd7222cf0f2cf43322","1","0","1","5"
"610006b5173cacb40e469b7b","1","0","1","6"
"615e32053d4f0c25ecbd9aaf","1","0","1","6"
"61001a5d58777b6e99cc43a1","1","0","1","6"
"6151f63958f5eb5b33db9239","1","0","1","6"
"611072022d4ba516aab619ac","3","0.986904960828063","0.321067893210679","6"
"6110c8fb129da6ea8847b9f9","3","0.994661427272418","0.166083391660834","6"
"5be2dab1dc5b8d0001ce18a9","2","1","1","6"
"6102ad41aeb80cbf94d1ff64","3","0.992051446681554","0.167983201679832","6"
"5f727fee07055f1d02a05a99","1","0","1","6"
"60f5eba9476ad9bc1d4252e9","4","0.925813070588655","0.423257674232577","6"
"6058071bda217990b860e6ee","3","0.98364103306405","0.161683831616838","6"
"611c16a6c39439a1dd61c1f7","1","0","1","6"
"5ea93131b2e5310009e185e6","1","0","1","6"
"605243c1f9d94b7d6caf04dc","4","0.925847052998405","0.534346565343466","6"
"60c9fcbb6090f57f63cdbebf","1","0","1","6"
"60a2cbab9a74ddb09789cfa8","2","1","1","6"
"610784123ead4a29b40195b6","3","0.947324696577004","1","6"
"61294b6db5dce4f32fb7df9b","2","1","1","6"
"60a81df1832584842fb188f6","1","0","1","6"
"6151f0f200c152d71f393bb5","2","1","1","6"
"5e521a4b05acdb243aaee8de","1","0","1","6"
"5f47b045144b1c1ab5bed08d","4","0.966455825571679","0.215478452154785","6"
"6109876949a63b51388197c2","1","0","1","6"
"61001bf99a534440d8563358","3","0.956738586622465","0.667533246675332","6"
"5c105e2757fd11000127e60f","1","0","1","6"
"5b8ad127ce33a00001e696cf","4","0.919754407300985","0.337066293370663","6"
"610087304c584b2ba35b4034","3","0.771875209295939","1","6"
"6053ce04a276ce713b3e7c1a","3","0.882694826809617","0.833716628337166","6"
"5aa26bda35237b000112e35d","3","0.95052587449531","0.833816618338166","6"
"610068e5f60debf1dafc444d","3","0.95013615323741","0.673032696730327","6"
"5c61ab19776b38000156cc95","2","1","1","6"
"5b0f33dd1e55760001b9a9ce","3","0.978534947419512","0.841015898410159","6"
"5bace93b5cd4520001dc04a5","1","0","1","6"
"58727901d53c97000159dc92","2","1","1","6"
"60fcfce988af0e9f331ec84a","2","1","1","6"
"61118a566bf579b7d69aa202","2","1","1","6"
"60fcf1a04c245326d05076e0","1","0","1","6"
"61001a7d72ee7fa3032b8a1a","2","1","1","6"
"5e2f1e401a4075000d1bee59","4","0.908046182385005","0.0892910708929107","6"
"5f58ceb73a55aa065f014fb4","3","0.871849547080769","0.502249775022498","6"
"5d2c030eb3efb1001b7e4989","3","0.901279883704518","1","6"
"610761e24c57926a06f219e2","1","0","1","6"
"60fcd99413d2d738147c7d55","4","0.674287684896332","0.577442255774423","6"
"602e0102c7be4d8f930bccb5","1","0","1","6"
"610414b7a275aba12c4bf8b0","4","0.79652594122334","0.577842215778422","6"
"5a16eb755d06850001b00bea","1","0","1","6"
"60fe0ff2978d9def5d345ecd","1","0","1","6"
"610e25f9f9818357aca7dc5f","4","0.936409964246213","0.172582741725827","6"
"5e886bafe66dd44f5c740394","3","0.982013738936496","0.164183581641836","6"
"600f37dd7222cf0f2cf43322","1","0","1","6"
"610006b5173cacb40e469b7b","1","0","1","7"
"615e32053d4f0c25ecbd9aaf","1","0","1","7"
"61001a5d58777b6e99cc43a1","1","0","1","7"
"6151f63958f5eb5b33db9239","1","0","1","7"
"611072022d4ba516aab619ac","3","0.986904960828063","0.337466253374663","7"
"6110c8fb129da6ea8847b9f9","3","0.994661427272418","0.171782821717828","7"
"5be2dab1dc5b8d0001ce18a9","2","1","1","7"
"6102ad41aeb80cbf94d1ff64","3","0.992051446681554","0.164583541645835","7"
"5f727fee07055f1d02a05a99","1","0","1","7"
"60f5eba9476ad9bc1d4252e9","4","0.925813070588655","0.412758724127587","7"
"6058071bda217990b860e6ee","3","0.98364103306405","0.164983501649835","7"
"611c16a6c39439a1dd61c1f7","1","0","1","7"
"5ea93131b2e5310009e185e6","1","0","1","7"
"605243c1f9d94b7d6caf04dc","2","1","1","7"
"60c9fcbb6090f57f63cdbebf","1","0","1","7"
"60a2cbab9a74ddb09789cfa8","1","0","1","7"
"610784123ead4a29b40195b6","3","0.960866275399234","0.328567143285671","7"
"61294b6db5dce4f32fb7df9b","2","1","1","7"
"60a81df1832584842fb188f6","1","0","1","7"
"6151f0f200c152d71f393bb5","2","1","1","7"
"5e521a4b05acdb243aaee8de","1","0","1","7"
"5f47b045144b1c1ab5bed08d","4","0.966455825571679","0.205879412058794","7"
"6109876949a63b51388197c2","1","0","1","7"
"61001bf99a534440d8563358","3","0.978790644329747","1","7"
"5c105e2757fd11000127e60f","1","0","1","7"
"5b8ad127ce33a00001e696cf","1","0","1","7"
"610087304c584b2ba35b4034","3","0.771875209295939","1","7"
"6053ce04a276ce713b3e7c1a","3","0.882694826809617","0.831016898310169","7"
"5aa26bda35237b000112e35d","3","0.959845790235331","1","7"
"610068e5f60debf1dafc444d","2","1","1","7"
"5c61ab19776b38000156cc95","1","0","1","7"
"5b0f33dd1e55760001b9a9ce","1","0","1","7"
"5bace93b5cd4520001dc04a5","1","0","1","7"
"58727901d53c97000159dc92","2","1","1","7"
"60fcfce988af0e9f331ec84a","1","0","1","7"
"61118a566bf579b7d69aa202","1","0","1","7"
"60fcf1a04c245326d05076e0","1","0","1","7"
"61001a7d72ee7fa3032b8a1a","1","0","1","7"
"5e2f1e401a4075000d1bee59","2","1","1","7"
"5f58ceb73a55aa065f014fb4","2","1","1","7"
"5d2c030eb3efb1001b7e4989","3","0.913708022745421","0.82951704829517","7"
"610761e24c57926a06f219e2","1","0","1","7"
"60fcd99413d2d738147c7d55","4","0.674287684896332","0.578442155784422","7"
"602e0102c7be4d8f930bccb5","1","0","1","7"
"610414b7a275aba12c4bf8b0","1","0","1","7"
"5a16eb755d06850001b00bea","1","0","1","7"
"60fe0ff2978d9def5d345ecd","1","0","1","7"
"610e25f9f9818357aca7dc5f","3","0.993065944587131","0.332266773322668","7"
"5e886bafe66dd44f5c740394","3","0.982013738936496","0.164983501649835","7"
"600f37dd7222cf0f2cf43322","1","0","1","7"
